,destination_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people
13882,Wyoming,2016,577567,472996,75995,26471,2105,Montana,1307
13883,Puerto Rico,2016,3384760,3143116,216969,21196,3479,Montana,0
13884,Alabama,2017,4819343,4158224,535649,111803,13667,Montana,247
13885,Alaska,2017,730874,595804,98168,30199,6703,Montana,156
13886,Arizona,2017,6935358,5717189,911120,261727,45322,Montana,2436
13887,Arkansas,2017,2968395,2509717,370309,79411,8958,Montana,118
13888,California,2017,39085984,34009331,4234770,523131,318752,Montana,2809
13889,Colorado,2017,5542282,4546729,734182,226933,34438,Montana,675
13890,Connecticut,2017,3556297,3136666,311726,83325,24580,Montana,0
13891,Delaware,2017,952449,830905,78998,38532,4014,Montana,0
13892,District of Columbia ,2017,684810,554225,64013,56231,10341,Montana,0
13893,Florida,2017,20772371,17554348,2402381,566476,249166,Montana,755
13894,Georgia,2017,10299497,8760762,1202587,278889,57259,Montana,61
13895,Hawaii,2017,1410750,1231340,115683,46457,17270,Montana,0
13896,Idaho,2017,1694182,1405344,210310,71899,6629,Montana,938
13897,Illinois,2017,12659328,11026895,1365922,195092,71419,Montana,187
13898,Indiana,2017,6591598,5633171,792487,142290,23650,Montana,192
13899,Iowa,2017,3106880,2654666,362905,77072,12237,Montana,443
13900,Kansas,2017,2876925,2413141,366147,86154,11483,Montana,338
13901,Kentucky,2017,4404279,3721100,563721,103985,15473,Montana,169
13902,Louisiana,2017,4629962,4030674,513676,72836,12776,Montana,347
13903,Maine,2017,1322591,1140136,144186,34252,4017,Montana,0
13904,Maryland,2017,5988007,5168350,605885,165654,48118,Montana,78
13905,Massachusetts,2017,6789798,5888011,677835,146299,77653,Montana,148
13906,Michigan,2017,9851330,8450559,1203536,148787,48448,Montana,124
13907,Minnesota,2017,5510902,4728748,643272,115623,23259,Montana,422
13908,Mississippi,2017,2946971,2553271,313673,73549,6478,Montana,420
13909,Missouri,2017,6039877,5108238,742205,164957,24477,Montana,330
13910,Montana,2017,1039170,883342,116400,35456,3972,Montana,0
13911,Nebraska,2017,1894217,1586729,243792,52507,11189,Montana,207
13912,Nevada,2017,2963456,2430163,383067,133074,17152,Montana,429
13913,New Hampshire,2017,1330742,1134244,137212,52893,6393,Montana,0
13914,New Jersey,2017,8910191,7968039,710807,152106,79239,Montana,54
13915,New Mexico,2017,2062628,1801560,193225,57255,10588,Montana,982
13916,New York,2017,19638923,17553033,1655152,285252,145486,Montana,597
13917,North Carolina,2017,10158556,8649400,1139260,313834,56062,Montana,433
13918,North Dakota,2017,744641,609017,92436,37315,5873,Montana,1071
13919,Ohio,2017,11520109,9822847,1452745,198929,45588,Montana,439
13920,Oklahoma,2017,3875922,3216306,542724,101961,14931,Montana,594
13921,Oregon,2017,4102048,3405784,520747,149513,26004,Montana,1004
13922,Pennsylvania,2017,12674642,11072942,1292389,250120,59191,Montana,71
13923,Rhode Island,2017,1048549,922210,83440,36850,6049,Montana,423
13924,South Carolina,2017,4966211,4248517,531315,166573,19806,Montana,506
13925,South Dakota,2017,856726,723740,99781,26106,7099,Montana,217
13926,Tennessee,2017,6642072,5675990,748912,191909,25261,Montana,212
13927,Texas,2017,27924632,23534387,3643333,524511,222401,Montana,650
13928,Utah,2017,3056193,2532858,398606,99584,25145,Montana,2043
13929,Vermont,2017,619089,536390,57588,21868,3243,Montana,21
13930,Virginia,2017,8372522,7089782,958267,250490,73983,Montana,227
13931,Washington,2017,7318811,6016482,978057,260787,63485,Montana,4593
13932,West Virginia,2017,1798306,1589833,165375,40007,3091,Montana,26
13933,Wisconsin,2017,5731549,4908638,687285,112519,23107,Montana,445
13934,Wyoming,2017,573483,481231,71338,18511,2403,Montana,1375
13935,Puerto Rico,2017,3313519,3101332,189034,20167,2986,Montana,0
13936,Alabama,2018,4832358,4173026,534914,109301,15117,Montana,76
13937,Alaska,2018,727164,608707,81229,32099,5129,Montana,534
13938,Arizona,2018,7090137,5887700,888452,273714,40271,Montana,1419
13939,Arkansas,2018,2975961,2539294,354774,73179,8714,Montana,76
13940,California,2018,39114889,34232867,4092388,501023,288611,Montana,2481
13941,Colorado,2018,5633029,4626834,728730,239153,38312,Montana,3731
13942,Connecticut,2018,3538203,3102312,320248,84718,30925,Montana,35
13943,Delaware,2018,958770,853523,67984,34451,2812,Montana,0
13944,District of Columbia ,2018,693798,568201,68603,47555,9439,Montana,92
13945,Florida,2018,21092877,17863603,2420485,587261,221528,Montana,1007
13946,Georgia,2018,10410462,8909803,1174523,274273,51863,Montana,1018
13947,Hawaii,2018,1403653,1211015,125172,54074,13392,Montana,165
13948,Idaho,2018,1734756,1438727,209540,79765,6724,Montana,2880
13949,Illinois,2018,12599244,11029483,1295596,206620,67545,Montana,317
13950,Indiana,2018,6612948,5614432,821113,145256,32147,Montana,248
13951,Iowa,2018,3119306,2662849,371285,74199,10973,Montana,499
13952,Kansas,2018,2874208,2392841,371025,95748,14594,Montana,411
13953,Kentucky,2018,4414714,3744188,547535,110456,12535,Montana,109
13954,Louisiana,2018,4603081,4033845,474843,81355,13038,Montana,222
13955,Maine,2018,1324095,1143612,142453,34706,3324,Montana,246
13956,Maryland,2018,5974521,5133916,630955,163216,46434,Montana,223
13957,Massachusetts,2018,6834364,5970065,653940,144042,66317,Montana,216
13958,Michigan,2018,9891083,8562101,1144840,139276,44866,Montana,527
13959,Minnesota,2018,5543490,4781432,635928,100270,25860,Montana,812
13960,Mississippi,2018,2955717,2582347,297788,68000,7582,Montana,432
13961,Missouri,2018,6053109,5161553,720626,152326,18604,Montana,499
13962,Montana,2018,1051757,891554,113693,43375,3135,Montana,0
13963,Nebraska,2018,1905843,1602056,239853,54579,9355,Montana,108
13964,Nevada,2018,3003761,2495398,366629,127362,14372,Montana,515
13965,New Hampshire,2018,1344750,1170412,119936,48367,6035,Montana,0
13966,New Jersey,2018,8815804,7870909,722620,159846,62429,Montana,0
13967,New Mexico,2018,2072546,1797834,204099,60068,10545,Montana,303
13968,New York,2018,19329704,17327068,1614505,254447,133684,Montana,372
13969,North Carolina,2018,10274540,8723401,1178884,318681,53574,Montana,331
13970,North Dakota,2018,749825,623183,89228,33735,3679,Montana,2167
13971,Ohio,2018,11555163,9892715,1426959,198026,37463,Montana,677
13972,Oklahoma,2018,3895983,3226343,548493,106943,14204,Montana,46
13973,Oregon,2018,4152756,3438653,554097,140627,19379,Montana,1515
13974,Pennsylvania,2018,12674699,11119060,1239854,253520,62265,Montana,328
13975,Rhode Island,2018,1047975,928114,78525,32841,8495,Montana,0
13976,South Carolina,2018,5029034,4309043,511153,186505,22333,Montana,553
13977,South Dakota,2018,871271,740970,100177,26775,3349,Montana,428
13978,Tennessee,2018,6692936,5706212,748791,209377,28556,Montana,122
13979,Texas,2018,28333482,23992374,3575604,563945,201559,Montana,1626
13980,Utah,2018,3114717,2583764,408033,100824,22096,Montana,1548
13981,Vermont,2018,621681,542177,50818,26306,2380,Montana,0
13982,Virginia,2018,8424340,7142767,947475,274003,60095,Montana,0
13983,Washington,2018,7453439,6101533,1028654,260906,62346,Montana,4467
13984,West Virginia,2018,1787630,1585832,156420,43841,1537,Montana,0
13985,Wisconsin,2018,5751525,4960260,659159,114613,17493,Montana,410
13986,Wyoming,2018,570867,479561,62957,25734,2615,Montana,1501
13987,Puerto Rico,2018,3173956,2915696,234174,20900,3186,Montana,0
13988,Alabama,2019,4849509,4197698,534842,104780,12189,Montana,151
13989,Alaska,2019,722063,609362,74375,34031,4295,Montana,113
13990,Arizona,2019,7200620,6038776,861935,253295,46614,Montana,1636
13991,Arkansas,2019,2989054,2559444,361762,59723,8125,Montana,74
13992,California,2019,39084048,34394220,3943139,480204,266485,Montana,1974
13993,Colorado,2019,5701658,4695821,736314,240600,28923,Montana,1984
13994,Connecticut,2019,3531986,3106754,306070,90044,29118,Montana,0
13995,Delaware,2019,964817,843383,79186,38014,4234,Montana,29
13996,District of Columbia ,2019,697556,563798,64893,58879,9986,Montana,4
13997,Florida,2019,21269409,18083185,2381208,601611,203405,Montana,591
13998,Georgia,2019,10499808,9034705,1130068,284541,50494,Montana,359
13999,Hawaii,2019,1396819,1215974,116566,49708,14571,Montana,625
14000,Idaho,2019,1764327,1478739,200377,78730,6481,Montana,3026
14001,Illinois,2019,12536539,11014059,1274091,190627,57762,Montana,37
14002,Indiana,2019,6656971,5735703,743092,151443,26733,Montana,326
14003,Iowa,2019,3121385,2686528,348082,72651,14124,Montana,402
14004,Kansas,2019,2879518,2426897,345003,94648,12970,Montana,1227
14005,Kentucky,2019,4421512,3792437,517128,100057,11890,Montana,8
14006,Louisiana,2019,4595111,4018892,491341,67640,17238,Montana,248
14007,Maine,2019,1331656,1162558,128105,36129,4864,Montana,548
14008,Maryland,2019,5979602,5224363,569388,141766,44085,Montana,0
14009,Massachusetts,2019,6828110,5975607,644535,144079,63889,Montana,392
14010,Michigan,2019,9880758,8606216,1104190,132008,38344,Montana,75
14011,Minnesota,2019,5575235,4836702,606228,106920,25385,Montana,1379
14012,Mississippi,2019,2943737,2583691,291479,61683,6884,Montana,133
14013,Missouri,2019,6069697,5200465,694303,152345,22584,Montana,589
14014,Montana,2019,1056994,882156,129779,40862,4197,Montana,0
14015,Nebraska,2019,1910711,1622237,234322,46064,8088,Montana,302
14016,Nevada,2019,3048602,2510591,384676,132950,20385,Montana,1206
14017,New Hampshire,2019,1350155,1173997,119189,50288,6681,Montana,278
14018,New Jersey,2019,8791672,7888800,689445,149260,64167,Montana,30
14019,New Mexico,2019,2073628,1816418,189705,55545,11960,Montana,468
14020,New York,2019,19240920,17213380,1638372,254806,134362,Montana,194
14021,North Carolina,2019,10371906,8834381,1170200,315215,52110,Montana,1004
14022,North Dakota,2019,750501,615450,94413,36668,3970,Montana,1660
14023,Ohio,2019,11556037,9891733,1415185,205542,43577,Montana,599
14024,Oklahoma,2019,3907258,3282746,509137,101844,13531,Montana,617
14025,Oregon,2019,4178578,3527178,501680,129921,19799,Montana,2927
14026,Pennsylvania,2019,12670245,11092255,1259103,267465,51422,Montana,15
14027,Rhode Island,2019,1050602,930406,80686,34984,4526,Montana,0
14028,South Carolina,2019,5092727,4414770,478892,176008,23057,Montana,0
14029,South Dakota,2019,872708,739009,102133,26934,4632,Montana,674
14030,Tennessee,2019,6754461,5782145,755183,196765,20368,Montana,700
14031,Texas,2019,28642658,24347958,3517954,559661,217085,Montana,2136
14032,Utah,2019,3162102,2661654,389057,95608,15783,Montana,1294
14033,Vermont,2019,617560,536752,57776,21212,1820,Montana,0
14034,Virginia,2019,8439982,7201805,903735,264855,69587,Montana,1211
14035,Washington,2019,7527366,6253469,977928,231956,64013,Montana,6017
14036,West Virginia,2019,1773280,1563611,164739,39548,5382,Montana,0
14037,Wisconsin,2019,5760481,5001140,634732,107973,16636,Montana,130
14038,Wyoming,2019,572884,473128,68127,30247,1382,Montana,1850
14039,Puerto Rico,2019,3175835,2968876,169733,31144,6082,Montana,0
14040,Alabama,2010,4729509,3987155,620465,108723,13166,Nebraska,169
14041,Alaska,2010,702974,565031,95878,36326,5739,Nebraska,215
14042,Arizona,2010,6332786,5069002,1001991,222725,39068,Nebraska,1750
14043,Arkansas,2010,2888304,2387806,412997,79127,8374,Nebraska,394
14044,California,2010,36907897,30790221,5413287,444749,259640,Nebraska,3062
14045,Colorado,2010,4988190,4042039,725413,186366,34372,Nebraska,4065
14046,Connecticut,2010,3541146,3100742,342904,77333,20167,Nebraska,0
14047,Delaware,2010,889812,764640,90001,30759,4412,Nebraska,0
14048,District of Columbia ,2010,596747,474676,63766,51244,7061,Nebraska,62
14049,Florida,2010,18647600,15554008,2459530,482889,151173,Nebraska,1544
14050,Georgia,2010,9587237,8015409,1278548,249459,43821,Nebraska,148
14051,Hawaii,2010,1346274,1140572,134315,53581,17806,Nebraska,0
14052,Idaho,2010,1550967,1279856,209272,55638,6201,Nebraska,0
14053,Illinois,2010,12680126,11009852,1404525,203959,61790,Nebraska,546
14054,Indiana,2010,6414862,5431015,833086,127353,23408,Nebraska,705
14055,Iowa,2010,3013053,2553210,375650,72557,11636,Nebraska,4783
14056,Kansas,2010,2820894,2341401,372161,95059,12273,Nebraska,2678
14057,Kentucky,2010,4296639,3638259,519887,118443,20050,Nebraska,858
14058,Louisiana,2010,4483529,3826390,547291,97889,11959,Nebraska,119
14059,Maine,2010,1313902,1136780,146735,27758,2629,Nebraska,204
14060,Maryland,2010,5716785,4917637,588879,164484,45785,Nebraska,54
14061,Massachusetts,2010,6489250,5583650,706624,140162,58814,Nebraska,46
14062,Michigan,2010,9762127,8310098,1291901,116149,43979,Nebraska,213
14063,Minnesota,2010,5244256,4480630,647946,89872,25808,Nebraska,734
14064,Mississippi,2010,2931228,2510729,340266,72321,7912,Nebraska,0
14065,Missouri,2010,5920858,4968921,786726,145226,19985,Nebraska,2636
14066,Montana,2010,978507,821709,117752,35630,3416,Nebraska,340
14067,Nebraska,2010,1802697,1497138,247005,51290,7264,Nebraska,0
14068,Nevada,2010,2667364,2030410,517261,102677,17016,Nebraska,1129
14069,New Hampshire,2010,1303865,1118359,141213,39367,4926,Nebraska,0
14070,New Jersey,2010,8709933,7841470,684482,127369,56612,Nebraska,261
14071,New Mexico,2010,2039549,1735950,220663,73605,9331,Nebraska,530
14072,New York,2010,19171916,16976205,1779540,269427,146744,Nebraska,886
14073,North Carolina,2010,9443000,7982017,1141001,263256,56726,Nebraska,516
14074,North Dakota,2010,665654,556222,75720,30100,3612,Nebraska,328
14075,Ohio,2010,11405101,9745227,1453401,172633,33840,Nebraska,1531
14076,Oklahoma,2010,3716264,3065497,528824,106511,15432,Nebraska,829
14077,Oregon,2010,3794008,3110896,545841,116700,20571,Nebraska,777
14078,Pennsylvania,2010,12577555,11053022,1239199,235580,49754,Nebraska,551
14079,Rhode Island,2010,1042240,900283,99603,32059,10295,Nebraska,0
14080,South Carolina,2010,4577399,3870879,537961,152441,16118,Nebraska,0
14081,South Dakota,2010,805616,680993,96805,25777,2041,Nebraska,2260
14082,Tennessee,2010,6282706,5299496,801355,159778,22077,Nebraska,187
14083,Texas,2010,24899075,20500156,3740344,486558,172017,Nebraska,4893
14084,Utah,2010,2724064,2240636,388410,77780,17238,Nebraska,118
14085,Vermont,2010,619363,534975,59032,22529,2827,Nebraska,0
14086,Virginia,2010,7930773,6752310,870491,259507,48465,Nebraska,523
14087,Washington,2010,6661321,5464985,946923,191784,57629,Nebraska,323
14088,West Virginia,2010,1833535,1625125,166168,39609,2633,Nebraska,0
14089,Wisconsin,2010,5623196,4824045,691592,93065,14494,Nebraska,853
14090,Wyoming,2010,556954,444614,82255,28046,2039,Nebraska,1711
14091,Puerto Rico,2010,3676493,3392179,247593,31732,4989,Nebraska,0
14092,Alabama,2011,4745278,4024442,588293,117726,14817,Nebraska,770
14093,Alaska,2011,711962,571857,100280,35084,4741,Nebraska,5
14094,Arizona,2011,6402301,5107496,1028366,222877,43562,Nebraska,1393
14095,Arkansas,2011,2906632,2421746,405831,69845,9210,Nebraska,332
14096,California,2011,37222678,31213310,5271168,468428,269772,Nebraska,1955
14097,Colorado,2011,5048443,4048042,763233,202124,35044,Nebraska,4582
14098,Connecticut,2011,3548667,3139496,316883,71502,20786,Nebraska,62
14099,Delaware,2011,897187,775414,83156,33912,4705,Nebraska,12
14100,District of Columbia ,2011,611608,489659,66519,48066,7364,Nebraska,79
14101,Florida,2011,18863948,15742168,2454255,498597,168928,Nebraska,3857
14102,Georgia,2011,9699859,8095407,1289450,271077,43925,Nebraska,4144
14103,Hawaii,2011,1357806,1160948,122727,57542,16589,Nebraska,91
14104,Idaho,2011,1559637,1284530,208434,60336,6337,Nebraska,439
14105,Illinois,2011,12718402,11076528,1353853,216204,71817,Nebraska,827
14106,Indiana,2011,6437155,5478683,809158,127874,21440,Nebraska,622
14107,Iowa,2011,3027718,2573313,370554,70405,13446,Nebraska,6490
14108,Kansas,2011,2833584,2372033,362782,83640,15129,Nebraska,1648
14109,Kentucky,2011,4316297,3686232,505741,110031,14293,Nebraska,471
14110,Louisiana,2011,4518629,3865118,538691,99138,15682,Nebraska,176
14111,Maine,2011,1315833,1120364,157102,33818,4549,Nebraska,0
14112,Maryland,2011,5759087,5008452,553895,153979,42761,Nebraska,0
14113,Massachusetts,2011,6515057,5658768,656441,139830,60018,Nebraska,637
14114,Michigan,2011,9766574,8340767,1242917,139158,43732,Nebraska,439
14115,Minnesota,2011,5277329,4505462,646176,101029,24662,Nebraska,1936
14116,Mississippi,2011,2943021,2534036,332934,68511,7540,Nebraska,118
14117,Missouri,2011,5937896,4963040,801046,149439,24371,Nebraska,4860
14118,Montana,2011,987076,828254,122210,33553,3059,Nebraska,384
14119,Nebraska,2011,1817126,1505191,253269,52070,6596,Nebraska,0
14120,Nevada,2011,2688336,2084668,480317,110345,13006,Nebraska,32
14121,New Hampshire,2011,1305678,1141236,122129,37000,5313,Nebraska,33
14122,New Jersey,2011,8719952,7825661,693380,140194,60717,Nebraska,312
14123,New Mexico,2011,2055293,1753413,228218,62130,11532,Nebraska,353
14124,New York,2011,19248685,17055260,1756105,282209,155111,Nebraska,579
14125,North Carolina,2011,9539412,8070238,1160510,265291,43373,Nebraska,1056
14126,North Dakota,2011,675161,559906,79837,32510,2908,Nebraska,218
14127,Ohio,2011,11418944,9764366,1425709,191778,37091,Nebraska,1176
14128,Oklahoma,2011,3742698,3089041,528498,108878,16281,Nebraska,1979
14129,Oregon,2011,3828714,3128121,549332,127906,23355,Nebraska,324
14130,Pennsylvania,2011,12610486,11099077,1224564,234291,52554,Nebraska,582
14131,Rhode Island,2011,1040022,903786,101689,26769,7778,Nebraska,0
14132,South Carolina,2011,4624180,3899705,546666,157644,20165,Nebraska,204
14133,South Dakota,2011,814175,688436,94655,27506,3578,Nebraska,1695
14134,Tennessee,2011,6333466,5342978,794556,170969,24963,Nebraska,631
14135,Texas,2011,25327104,20984855,3648260,514726,179263,Nebraska,3837
14136,Utah,2011,2769627,2295961,373984,85217,14465,Nebraska,195
14137,Vermont,2011,621354,537304,60719,20463,2868,Nebraska,0
14138,Virginia,2011,7996552,6789620,889751,257130,60051,Nebraska,256
14139,Washington,2011,6748474,5565069,919925,208507,54973,Nebraska,673
14140,West Virginia,2011,1836614,1609110,172262,50068,5174,Nebraska,78
14141,Wisconsin,2011,5647213,4846550,675623,109439,15601,Nebraska,483
